address,japanese,korean,length
0x00A2DF06,場合によっちゃあ普通ブレイクを連発させるのも,상황에 따라서는 일반 브레이크를 연속으로 쓰는 것도,72
0x00A2DF33,効果的なんだぜ！,효과적이라구!,19
0x00A2DF44,スペシャルまでフルにためてて、,"스페셜까지 가득 모아 놓고,",37
0x00A2DF63,普通ブレイクを使ったとしても、,"보통 브레이크를 썼다 해도,",37
0x00A2DF82,あまったパワーはちゃんとゲージに残ってるのは,남은 파워가 제대로 게이지에 남아 있는 건,57
0x00A2DFAF,気づいてたかい？,눈치챘나?,13
0x00A2DFC0,あと、ブレイク中はゲージがたまらねえ。,그리고 브레이크 중에는 게이지가 차지 않아.,60
0x00A2DFE7,世の中そんなに甘くねえって事よ。,세상이 그렇게 만만치 않다는 거야.,47
0x00A2E008,・・・やべぇ　またしゃべりすぎちまった！,"...이런, 또 너무 많이 말해 버렸군!",46
0x00A2E031,カミさんにおこられちまうぜ。,마누라한테 혼나겠어.,29
0x00A2E04E,さあ、何か買っていってくれ！,"자, 뭐든 사 가라고!",26
0x00A2E06C,らっしゃい！,어서 와!,11
0x00A2E079,ハンナショーグンを使ったことはあるかい？,한나 쇼군을 써 본 적이 있나?,39
0x00A2E0A2,イーグルショーグンとよくケンカしてるが、,"이글 쇼군과 자주 싸우긴 하지만,",44
0x00A2E0CB,まあ、ケンカするほど、なかがいいってな！,"뭐, 싸울수록 사이가 좋다는 말도 있지!",52
0x00A2E0F4,彼女はワシもビビっちまうほどの,그녀는 나도 떨릴 정도의,33
0x00A2E113,実力の持ち主だぜ！,실력자라고!,16
0x00A2E126,マックスと能力が似ているが、,"맥스와 능력이 비슷하지만,",36
0x00A2E143,陸の間接砲がハンパじゃなく強力だぞ！,육상 간접포가 엄청나게 강력하다고!,49
0x00A2E168,空ユニットや海ユニットが苦手といっても,공중 유닛이나 해상 유닛이 약하다 해도,38
0x00A2E18F,そこまでヘタな指揮はしねえしな！,그렇게 서툰 지휘는 안 한다고!,41
0x00A2E1B0,ブレイクの補給能力は、ちょいと地味だが、,"브레이크의 보급 능력은 좀 수수하지만,",53
0x00A2E1D9,空、海ユニットにも補給してくれる所が,"공중, 해상 유닛에도 보급해 주는 곳이",51
0x00A2E1FE,彼女らしくて、イカスじゃねえか！,그녀답고 멋지잖아!,26
0x00A2E21F,・・・おっと、いけねえ！,"...아차, 큰일 날 뻔했네!",32
0x00A2E238,しゃべ0x00A2E740,品物でも見ていってくれ！,물건이라도 보고 가!
0x00A2E25F,さあ、ショーバイだ！,"자, 장사 시작이다!",25
0x00A2E274,なんか買っていってくれ！,뭐라도 사 가라!,21
0x00A2E290,おう、来てくれたのかい！,"오, 와줬구나!",18
0x00A2E2A9,ヤマモト先生の事を知ってるかい？,야마모토 선생을 알고 있니?,37
0x00A2E2CA,今は、あんなじーさんになっちまったが、,"지금은 저런 영감이 돼버렸지만,",43
0x00A2E2F1,むかしはそりゃあ、すごかったんだぜ！,"옛날엔 정말이지, 굉장했다고!",40
0x00A2E316,このワシも何度しごかれた事か・・・,이 나도 몇 번이나 단련당했던가...,46
0x00A2E339,まったく、なみだがチョチョギレるぜ！,"정말, 눈물이 핑 도는군!",32
0x00A2E35E,まあ、そのおかげでワシもキクチヨショーグンも,"뭐, 그 덕분에 나도 키쿠치요 쇼군도",48
0x00A2E38B,強くなったんだがな！,강해졌는데 말이야!,26
0x00A2E3A0,先生のブレイク、歩兵やバズーカ兵をただ,"선생님의 브레이크, 보병이나 바주카병을 그냥",62
0x00A2E3C7,増やすだけって、バカにしてねーか？,"늘리기만 한다니, 무시하는 거 아냐?",48
0x00A2E3EA,もしそうなら、まだまだ甘ちゃんだな！,만약 그렇다면 아직 한참 멀었어!,44
0x00A2E40F,先生が、なぜ、あえてＨＰ９のユニットを,선생님이 왜 굳이 HP9 유닛을,37
0x00A2E436,降下させているのかを考えないとな！,강하시키고 있는지 생각해야지!,42
0x00A2E459,さあ、話はこれぐらいにして、,"자, 이야기는 이쯤 하고,",32
0x00A2E476,ガンガン買っていってくれよな！,팍팍 사 가 줘!,19
0x00A2E498,よう、勝ってるかい？,"어이, 이기고 있나?",25
0x00A2E4AD,キャサリンは変わらず、ベッピンだよな！,캐서린은 여전히 미인이로군!,39
0x00A2E4D4,あんたは誰が好みだい？,넌 누가 좋아?,18
0x00A2E4EB,ドミノちゃんも最近は,도미노도 요즘은,22
0x00A2E500,オトナっぽくなってきたが、,"어른스러워졌지만,",25
0x00A2E51B,訓練ばっかじゃなく、いいオトコでも,훈련만이 아니라 좋은 남자라도,42
0x00A2E53E,見つけてほしいもんだぜ！,찾아내 줬으면 좋겠군!,30
0x00A2E557,おっと、じーさんのよけいなお世話ってか！,"이런, 영감의 쓸데없는 참견이라는 거냐!",54
0x00A2E580,さあ、ショーバイ、ショーバイ！,"자, 장사다, 장사!",23
0x00A2E5A0,おう、またあんたか！,"오, 또 너냐!",16
0x00A2E5B5,新入りのイワンショーグンを,신참 이완 쇼군을,23
0x00A2E5D0,知ってるかい？,알고 있니?,14
0x00A2E5DF,ブルームーンのおぼっちゃんだが,블루문의 도련님이지만,31
0x00A2E5FE,実力も、たいしたもんだぜ！,실력도 대단하다고!,26
0x00A2E619,あの子のスペシャルブレイク・・・,저 아이의 스페셜 브레이크...,39
0x00A2E63A,「パワーオブマネー」は、使うタイミングを,「파워 오브 머니」는 쓰는 타이밍을,49
0x00A2E663,まちがえなければ、あのヘルボウズだって,"틀리지만 않으면, 저 헬보즈라도",43
0x00A2E68A,イチコロの攻撃力を持ってるって,한 방인 공격력을 가졌다고,36
0x00A2E6A9,知ってたかい？,알고 있었어?,17
0x00A2E6B8,普段の攻撃力が低いから、ユニットの数で,평소 공격력이 낮으니까 유닛 수로,46
0x00A2E6DF,勝負するか、ブレイクのためにお金をためるか、,"승부를 걸지, 브레이크를 위해 돈을 모을지,",58
0x00A2E70C,判断がむずかしいがな！,판단이 어렵지만 말야!,30
0x00A2E723,ま、こまかい話は置いといて、,"뭐, 자잘한 얘기는 제쳐 두고,",39
0x00A2E740,品物でも見ていってくれ！,물건이라도 보고 가라!,30
0x00A2E75C,おっ！来たね！,오! 왔네!,12
0x00A2E76B,ブラックホール軍の,블랙홀군의,15
0x00A2E77E,コングショーグンと戦った事はあるかい？,콩 쇼군과 싸워 본 적 있나?,36
0x00A2E7A5,やつの攻撃はでたらめだな・・・,저 녀석 공격은 엉터리네...,36
0x00A2E7C4,ときどき、強力な一撃があるが、,"때때로, 강력한 일격이 있지만,",41
0x00A2E7E3,トライアルなんかでは使いにくいショーグン,트라이얼 같은 곳에서는 쓰기 어려운 쇼군,56
0x00A2E80C,かもな！,그럴지도!,13
0x00A2E815,話はこれぐらいにして、ショーバイ,"얘기는 이쯤 하고, 장사",31
0x00A2E836,させてもらうぜ！,하게 해 주마!,18
0x00A2E848,よう、せいがでるねえ！,"어이, 열심히 하고 있구나!",35
0x00A2E85F,キャットちゃんは知ってるかい？,캣은 알고 있나?,21
0x00A2E87E,そう・・・ボンバーヘッドのあの女の子さ！,그래... 봄버헤드의 그 여자아이 말이야!,53
0x00A2E8A7,ブラックホール軍のキャノンやレーザー砲は,블랙홀군의 캐논이나 레이저포는,40
0x00A2E8D0,全部、あの子の発明品だって話だ。,"전부, 그 아이의 발명품이라는 얘기야.",51
0x00A2E8F1,まったく、めいわくな話だぜ！,"정말, 성가신 얘기군!",28
0x00A2E90E,どうせ作るんなら、ワシの家にプールでも,어차피 만들 거라면 내 집에 수영장이라도,56
0x00A2E935,作ってくれってんだ！,만들어 달라는 거야!,27
0x00A2E94A,おっと！ぜんぜん関係ねえな！,앗! 전혀 상관없잖아!,28
0x00A2E967,さあ、ショーバイ、ショーバイ！,"자, 장사다, 장사!",23
0x00A2E988,あんた、スネークショーグンの事、,"당신, 스네이크 쇼군 말인데,",38
0x00A2E9A9,聞いたかい？,들었어?,10
0x00A2E9B6,攻撃力も高くないし、得意なユニットもいねえが,"공격력도 높지 않고, 특기 유닛도 없지만",54
0x00A2E9E3,苦手なユニットもねえ！,약한 유닛도 없지!,24
0x00A2E9FA,弱点が無いってのは、コレが,"약점이 없다는 건, 이게 바로",38
0x00A2EA15,なかなか、やっかいなんだよな！,"꽤, 성가시단 말이지!",28
0x00A2EA34,おまけにブレイクが、ものすげー,"게다가 브레이크가, 엄청나ー",39
0x00A2EA53,たまりやすいんだぜ！,쌓이기 쉽다구!,20
0x00A2EA68,だが、ブレイクを連発しまくると、,"하지만 브레이크를 연발하면,",39
0x00A2EA89,少したまり方がおそくなるのを知ってたかい？,조금 차는 속도가 느려진다는 걸 알,
0x00A2EAB4,どうでい、なかなかいい情報だっただろ？,"어때, 꽤 괜찮은 정보였지?",35
0x00A2EAFA,買っていってくれよ！,사 가라고!,14
0x00A2EB10,よう、あんたか。ブラックホールの軍の,"여어, 너였군. 블랙홀 군의",35
0x00A2EB35,ホークショーグンを見た事はあるかい？,호크 장군을 본 적이 있나?,35
0x00A2EB5A,ありゃ、かなりの切れモノだぜ。,"이런, 꽤 예리한 녀석이군.",35
0x00A2EB79,他のショーグンとは格がちがうな・・・,다른 장군들과는 격이 다르지...,42
0x00A2EB9E,あんなヤツとまともに戦って勝てるヤツは,저런 녀석과 정면으로 싸워,
0x00A2EBC5,そうそう、いねーだろう・・・,"그렇지, 없겠지・・・",29
0x00A2EBE2,ま、ワシにかかれば、ただの若ぞうだが0x00A2EC28,ショーバイにうつるぜ！,장사 이야기를 해 볼0x00A2EC28
0x00A2EC0B,・・・今日の話はここまでだ！,...오늘 얘기는 여기까지다!,36
0x00A2EC28,ショーバイにうつるぜ！,장사로 옮겨가자!,23
0x00A2EC40,それで、いいのかい？,그걸로 괜찮겠나?,23
0x00A2EC58,キャンペーン以外のモードでも,캠페인 이외의 모드에서도,35
0x00A2EC75,ホイップショーグンが使えるようになるぞ！,휘프 쇼군을 사용할 수 있게 된다!,45
0x00A2ECA0,キャンペーン以外のモードでも,캠페인 외의 모드에서도,32
0x00A2ECBD,ビリーショーグンが使えるようになるぞ！,빌리 쇼군을 사용할 수 있게 된다!,45
0x00A2ECE8,キャンペーン以外のモードでも,캠페인 외의 모드에서도,32
0x00A2ED05,イワンショーグンが使えるようになるぞ！,이완 쇼군을 사용할 수 있게 된다!,45
0x00A2ED30,キャンペーン以外のモードでも,캠페인 이외의 모드에서도,35
0x00A2ED4D,キクチヨショーグンが使えるようになるぞ！,키쿠치요 쇼군을 사용할 수 있게 된다!,51
0x00A2ED78,キャンペーン以外のモードでも,캠페인 외의 모드에서도,32
0x00A2ED95,アスカショーグンが使えるようになるぞ！,아스카 쇼군을 사용할 수 있게 된다!,48
0x00A2EDC0,キャンペーン以外のモードでも,캠페인 외의 모드에서도,32
0x00A2EDDD,ヤマモトショーグンが使えるようになるぞ！,야마모토 쇼군을 사용할 수 있게 된다!,51
0x00A2EE08,キャンペーン以外のモードでも,캠페인 이외의 모드에서도,35
0x00A2EE25,イーグルショーグンが使えるようになるぞ！,이글 쇼군을 사용할 수 있게 된다!,45
0x00A2EE50,キャンペーン以外のモードでも,캠페인 외의 모드에서도,32
0x00A2EE6D,モップショーグンが使えるようになるぞ！,몹 사령관을 사용할 수 있게 된다!,45
0x00A2EE98,キャンペーン以外のモードでも,캠페인 외의 모드에서도,32
0x00A2EEB5,ハンナショーグンが使えるようになるぞ！,한나 사령관을 사용할 수 있게 된다!,48
0x00A2EEE0,ブラックホール軍のキャットショーグンが,블랙홀군의 캣 장군이,29
0x00A2EF07,使えるようになるぞ！,사용할 수 있게 된다!,28
0x00A2EF20,ブラックホール軍のスネークショーグンが,블랙홀군의 스네이크 장군이,38
0x00A2EF47,使えるようになるぞ！,사용할 수 있게 된다!,28
0x00A2EF60,ブラックホール軍のホークショーグンが,블랙홀군의 호크 장군을,32
0x00A2EF85,使えるようになるぞ！,사용할 수 있게 된다!,28
0x00A2EF9C,ブラックホール軍のヘルボウズショーグンが,블랙홀군의 헬보우즈 쇼군이,38
0x00A2EFC5,使えるようになるぞ！,사용할 수 있게 된다!,28
0x00A2EFDC,レッドスター軍のキャサリンショーグンが,레드스타군의 캐서린 쇼군이,38
0x00A2F003,使えるようになるぞ！,쓸 수 있게 된다!,22
0x00A2F01C,ついに出番になったか。,드디어 내 차례가 왔군.,31
0x00A2F033,ワシが使えるようになるぞ！,내가 사용할 수 있게 된다!,35
0x00A2F050,マックスショーグンを,맥스 장군을,16
0x00A2F065,カラーエディットできるようになるぞ！,컬러 편집이 가능해진다!,33
0x00A2F08C,ドミノショーグンを,도미노 쇼군을,19
0x00A2F09F,カラーエディットできるようになるぞ！,컬러 편집이 가능해진다!,33
0x00A2F0C8,ホイップショーグンを,휘프 장군을,16
0x00A2F0DD,カラーエディットできるようになるぞ！,컬러 편집이 가능해진다!,33
0x00A2F104,ビリーショーグンを,빌리 쇼군을,16
0x00A2F117,カラーエディットできるようになるぞ！,컬러 편집이 가능해진다!,33
0x00A2F140,イワンショーグンを,이완 쇼군을,16
0x00A2F153,カラーエディットできるようになるぞ！,컬러 편집이 가능해진다!,33
0x00A2F17C,キクチヨショーグンを,키쿠치요 장군을,22
0x00A2F191,カラーエディットできるようになるぞ！,컬러 편집이 가능해진다!,33
0x00A2F1B8,アスカショーグンを,아스카 쇼군을,19
0x00A2F1CB,カラーエディットできるようになるぞ！,컬러 편집이 가능해진다!,33
0x00A2F1F4,ヤマモトショーグンを,야마모토 장군을,22
0x00A2F209,カラーエディットできるようになるぞ！,컬러 편집이 가능해진다!,33
0x00A2F230,イーグルショーグンを,이글 장군을,16
0x00A2F245,カラーエディットできるようになるぞ！,컬러 편집이 가능해진다!,33
0x00A2F26C,モップショーグンを,모프 쇼군을,16
0x00A2F27F,カラーエディットできるようになるぞ！,컬러 편집이 가능해진다!,33
0x00A2F2A8,ハンナショーグンを,한나 쇼군을,18
0x00A2F2BB,カラーエディットできるようになるぞ！,컬러 에디트를 할 수 있게 된다!,42
0x00A2F2E4,コングショーグンを,콩 쇼군을,13
0x00A2F2F7,カラーエディットできるようになるぞ！,컬러 편집이 가능해진다!,33
0x00A2F320,キャットショーグンを,캣 장군을,0x00A2F623
0x00A2F335,カラーエディットできるようになるぞ！,컬러 에디트를 할 수 있게 돼!,39
0x00A2F35C,スネークショーグンを,스네이크 쇼군을,22
0x00A2F371,カラーエディットできるようになるぞ！,컬러 에디트를 할 수 있게 된다!,42
0x00A2F398,ホークショーグンを,호크 사령관을,19
0x00A2F3AB,カラーエディットできるようになるぞ！,컬러 에디트를 할 수 있게 된다!,42
0x00A2F3D4,ヘルボウズショーグンを,헬보즈 쇼군을,19
0x00A2F3EB,カラーエディットできるようになるぞ！,컬러 에디트를 할 수 있게 돼!,39
0x00A2F414,キャサリンショーグンを,캐서린 쇼군을,19
0x00A2F42B,カラーエディットできるようになるぞ！,컬러 에디트를 할 수 있게 된다!,42
0x00A2F45B,カラーエディットできるようになるぞ！,컬러 에디트를 할 수 있게 된다!,42
0x00A2F484,サウンドルームへ行けるようになるぞ！,사운드룸에 갈 수 있게 돼!,35
0x00A2F4A9,モードセレクトでショップを選ぶ時に、,"모드 셀렉트에서 숍을 고를 때,",41
0x00A2F4CE,セレクトボタンを押すと、,"셀렉트 버튼을 누르면,",30
0x00A2F4E7,サウンドルームとの,사운드룸과의,18
0x00A2F4FA,切りかえができるようになるんだ！,전환을 할 수 있게 되는 거야!,39
0x00A2F51B,ワシのお気に入りはヤマモト先生のテーマだな！,내가 좋아하는 건 야마모토 선생님의 테마다!,60
0x00A2F548,サウンドルームに入ってから、セレクトボタンで,"사운드 룸에 들어간 뒤, 셀렉트 버튼으로",54
0x00A2F575,さらにギャラリーまで見れちまう！,게다가 갤러리까지 볼 수 있어!,41
0x00A2F596,こりゃ、買うしかねーだろう！？,"이건, 살 수밖에 없겠지!?",33
0x00A2F5B8,ハードキャンペーンが選べるようになるぞ！,하드 캠페인을 선택할 수 있게 된다고!,51
0x00A2F5E1,モードセレクトでキャンペーンを選ぶ時に、,"모드 셀렉트에서 캠페인을 고를 때,",47
0x00A2F60A,セレクトボタンを押すと、,"셀렉트 버튼을 누르면,",30
0x00A2F623,ハードキャンペーンとの,하드 캠페인과의,22
0x00A2F63A,切りかえができるようになるんだ！,전환을 할 수 있게 돼!,29
0x00A2F65B,ハードではポイントが多く手に入るぞ！,하드에서는 포인트를 더 많이 얻을 수 있어!,58
0x00A2F684,トライアルの新しいマップ,트라이얼의 새로운 맵,29
0x00A2F69D,「オカネモチジマ」が選べるようになるぞ！,「오카네모치섬」을 고를 수 있게 된다!,40
0x00A2F6C8,トライアルの新しいマップ,트라이얼의 새로운 맵,29
0x00A2F6E1,「アッチコッチトウ」が選べるようになるぞ！,「앗치콧치 섬」을 선택할 수 있게 된다!,54
0x00A2F710,トライアルの新しいマップ,트라이얼의 새로운 맵,29
0x00A2F729,「サムライ0x00A2F7F9,「ミサイルヘイゲン」が選べるようになるぞ！,「미사일 평원」을 선택할 수 있게 된다!
0x00A2F758,トライアルの新しいマップ,트라이얼의 새로운 맵,29
0x00A2F771,「ヒトメボレジマ」が選べるようになるぞ！,「첫눈에반한섬」을 선택할 수 있게 된다!,56
0x00A2F79C,トライアルの新しいマップ,트라이얼의 새로운 맵,29
0x00A2F7B5,「マネーノヤマ」が選べるようになるぞ！,「머니 마운틴」을 선택할 수 있게 된다!,54
0x00A2F7E0,トライアルの新しいマップ,트라이얼의 새로운 맵,29
0x00A2F7F9,「ミサイルヘイゲン」が選べるようになるぞ！,「미사일 평원」을 선택할 수 있게 된다!,54
0x00A2F828,トライアルの新しいマップ,트라이얼의 새로운 맵,29
0x00A2F841,「トマドイボンチ」が選べるようになるぞ！,「토마도이 분지」를 선택할 수 있게 된다!,57
0x00A2F860x00A2F623,ハードキャンペーンとの,하드 캠페인과의,22
0x00A2F86C,トライアルの新しいマップ,트라이얼의 새로운 맵,29
0x00A2F885,「メダマジマ」が選べるようになるぞ！,「메다마섬」을 고를 수 있게 된다!,47
0x00A2F8AC,トライアルの新しいマップ,트라이얼의 새로운 맵,29
0x00A2F8C5,「サンボンノヤ」が選べるようになるぞ！,「세 개의 화살」을 선택할 수 있게 된다!,55
0x00A2F8F0,トライアルの新しいマップ,트라이얼의 새로운 맵,29
0x00A2F909,「ストロングランド0x00A2F9B7,「ビッグダディ」が選べるようになるぞ！,「빅 대디」를 선택할 수 있게 된다!
0x00A2F938,フリーバトル「タイセン」の新しいマップ,프리 배틀 「대전」의 새로운 맵,43
0x00A2F95F,「スナドケイトウ」が選べるようになるぞ！,「모래시계탑」을 선택할 수 있게 된다!,53
0x00A2F98C,フリーバトル「ショキハイチ」の新しいマップ,프리 배틀 「초기 배치」의 새로운 맵,50
0x00A2F9B7,「ビッグダディ」が選べるようになるぞ！,「빅 대디」를 선택할 수 있게 된다!,48
0x00A2F9E0,フリーバトル「ショキハイチ」の新しいマップ,프리 배틀 「초기 배치」의 새로운 맵,50
0x00A2FA0B,「サイゴノシンパン」が選べるようになるぞ！,「최후의 심판」을 선택할 수 있게 된다!,54
0x00A2FA38,フリーバトル「３Ｐマップ」の新しいマップ,프리 배틀 「3P맵」의 새 맵,36
0x00A2FA61,「メイサイショトウ」が選べるようになるぞ！,「위장 제도」를 선택할 수 있게 된다!,51
0x00A2FA90,フ0x00A2FC98,フリーバトル「４Ｐマップ」の新しいマップ,프리 배틀 「4P 맵」의 새로운 맵
0x00A2FAB9,「パイプノアラシ」が選べるように0x00A2FAE4,フリーバトル「４Ｐマップ」の新しいマップ,0x00A2FAE4
0x00A2FAE4,フリーバトル「４Ｐマップ」の新しいマップ,프리배틀 「4P맵」의 새로운 맵,41
0x00A2FB0D,「テンゴクトジゴク」が選べるようになるぞ！,「천국과 지옥」을 선택할 수 있게 된다!,54
0x00A2FB3C,フリーバトル「ショキハイチ」の新しいマップ,프리 배틀 「초기 배치」의 새로운 맵,50
0x00A2FB67,「ホヘイサバイバル」が選べるようになるぞ！,「보병 서바이벌」을 선택할 수 있게 된다!,57
0x00A2FB94,フリーバトル「３Ｐマップ」の新しいマップ,프리 배틀 「3P 맵」의 새로운 맵,43
0x00A2FBBD,「アメーバタイリク」が選べるようになるぞ0x001EA070,瞻蓙胛,완온달
0x00A2FBEC,フリーバトル「３Ｐマップ」の新しいマップ,프리 배틀 「3P 맵」의 새로운 맵,43
0x00A2FC15,「アクマノハラワタ」が選べるようになるぞ！,「악마의 내장」을 선택할 수 있게 된다!,54
0x00A2FC44,フリーバトル「３Ｐマップ」の新しいマップ,프리 배틀 「3P 맵」의 새로운 맵,43
0x00A2FC6D,「アイアンブルー」が選べるようになるぞ！,「아이언 블루」를 선택할 수 있게 돼!,51
0x00A2FC98,フリーバトル「４Ｐマップ」の新しいマップ,프리 배틀 「4P 맵」의 새로운 맵,43
0x00A2FCC1,「ヨンコクトウイツ」が選べるようになるぞ！,「사국 통일」,
0x00A2FCF0,フリーバトル「４Ｐマップ」の新しいマップ,프리 배틀 「4P 맵」의 새로운 맵,43
0x00A2FD19,「ラブラブトウ」が選べるようになるぞ！,「러브러브섬」을 선택할 수 있게 된다!,53
0x00A2FD44,まいどあり、もっていきな！,"항상 고맙다, 가져가!",28
0x00A2FD60,ポイントが足りないぞ！,포인트가 부족해!,23
0x00A2FD77,ワシをからかってんじゃないだろーな。,날 놀리는 건 아니겠지?,31
0x00A2FDA9,だったら、べつのモノはどうだい？,"그럼, 다른 건 어때?",26
0x00A2FDCC,おっと,이런,6
0x00A2FDD3,売るものが無くなっちまった。,팔 물건이 없어졌어.,27
0x00A2FDF0,今日はみせじまいだな。,오늘은 이만 문 닫아야겠군.,37
0x00A2FE08,またカオ見せろよな！,또 얼굴 비춰라!,21
0x00A2FE20,くじけんじゃないぞ！,꺾이지 마라!,17
0x00A2FE38,負けるなよ！,지지 마라!,14
0x00A2FE58,保存していくかい？,저장할 거니?,17
0x00A2FE77,次も負けないぞ！,다음에도 지지 않겠다!,30
0x00A2FE93,まだまだいけるわよ！,아직 더 할 수 있어!,26
0x00A2FEA8,よっしゃぁ！,좋았어!,10
0x00A2FEB5,らくしょうだぜ！,식은 죽 먹기라구!,24
0x00A2FEC8,いい戦いだったわね！,좋은 싸움이었어!,23
0x00A2FEDD,また、お相手ねがうわ,또 상대해 줘,17
0x00A2FEF4,なんでぇ　もう終りかい？,"뭐야, 벌써 끝이야?",25
0x00A2FF0D,次はもうちっとふんばりな！,다음엔 좀 더 버텨 보라고!,35
0x00A2FF28,わがホイップ隊に,우리 휩 부대에,20
0x00A2FF39,敵は無しじゃ！,적은 없다!,14
0x00A2FF48,なかなか、いいウデだったぜ,제법 실력이 좋았어,26
0x00A2FF63,帰りに一杯やってくかい？,돌아가는 길에 한잔하고 갈까?,40
0x00A2FF89,何とか勝てました！,어떻게든 이겼습니다!,29
0x00A2FF9C,わしの勝ちじゃな,내 승리로군,16
0x00A2FFAD,また、か0x00A302FC,きたきたきたきたぁ！！！,왔다 왔다 왔다 왔다!!!
0x00A2FFC8,勝負あったわね,승부는 났네,16
0x00A2FFD7,戦いは力だけではないわ,싸움은 힘만으로 되는 게 아니야,43
0x00A2FFFD,まだまだ現役でいけるのう,아직 현역으로 거뜬하군,32
0x00A30021,とうぜんの結果だな,당연한 결과지,19
0x00A30034,今回はぼくの勝ちだね！,이번엔 내 승리야!,24
0x00A3004B,海の上じゃ　負けないよ！,바다 위에선 안 져!,25
0x00A30064,決して、あきらめないことね,절대 포기하지 마,23
0x00A300A3,ヒマつぶしにも、ならねぇ,심심풀이도 안 되는군,29
0x00A300CB,あれ？もうこわれちゃった？,어라? 벌써 고장 난 거야?,33
0x00A300E8,クックック・・・,쿡쿡쿡...,12
0x00A300F9,まあ、私が相手ではね・・・,"뭐, 상대가 나였으니...",30
0x00A30114,貴様が弱いわけではない,네놈이 약한 건 아니다,30
0x00A3012B,私が強すぎたのだ,내가 너무 강했던 거다,30
0x00A3013C,わが名はヘルボウズ,내 이름은 헬보우즈,26
0x00A3014F,われを　恐れよ・・・,나를 두려워하라...,25
0x00A30164,ごめんなさいね！,미안해!,10
0x00A30182,本気でいくわよ！,진심으로 갈게!,20
0x00A30198,もうちょっと,조금 더,10
0x00A301A6,楽しみましょう！,즐겨 봅시다!,17
0x00A301BC,運も実力のうちよ！,운도 실력 중 하나야!,28
0x00A301D4,まだまだこれからよ！,아직 멀었어!,17
0x00A301F0,なかなか　いい攻めね。,제법 좋은 공격이네.,27
0x00A30208,私も負けてられないわ！,나도 질 수 없어!,22
0x00A30224,ぼくがぜんぶ　なおしてやる！,내가 전부 고쳐 주겠어!,31
0x00A30248,ぜったい　負けないぞ！,절대 안 진다!,18
0x00A30264,ガンガンいくぞぉーっ！,팍팍 간다아!,17
0x00A30280,何度やられても　ぼくがなおしてやる！,몇 번을 당해도 내가 고쳐 주마!,42
0x00A302AC,これがぼくの戦い方だ！,이게 내 싸움 방식이야!,31
0x00A302C8,あきらめなければ　ぜったい勝てる！,포기하지 않으면 반드시 이긴다!,43
0x00A302EC,いくぞっ！,간다!,7
0x00A302FC,きたきたきたきたぁ！！！,온다온다온다온다!!!,27
0x00A3031C,オラオラ！　ジタ0x00A30C88,あたしの攻撃にたえられるかな〜！？,내 공격을 버틸 수 있을까~!?
0x00A30348,オレ様にたてつくとケガするぜ！,나님에게 대들면 다친다!,33
0x00A3036C,力くらべなら負けないぜ！,힘겨루기라면 지지 않아!,33
0x00A3038C,ダテにトレーニングはしてないぜ！,괜히 트레이닝한 게 아니라고!,40
0x00A303B4,ジャマだ！　道を空けやがれ！,방해다! 길을 비켜라!,28
0x00A303D8,いっくわよー！,간다-!,8
0x00A303EC,歩兵隊　突撃ーっ！,보병대 돌격!,17
0x00A30404,よーし！　これで決めるわ！,좋아! 이걸로 끝내겠어!,31
0x00A30424,けっこうやるじゃない！　お返しよ！,꽤 하잖아! 답례야!,25
0x00A3044C,手ぎわの良さなら負けないわ！,손재주라면 지지 않아!,30
0x00A30470,ここは　しんちょうに・・・,여긴 신중하게...,22
0x00A3048C,あせった方が負けよ！,초조해하는 쪽이 지는 거야!,37
0x00A304A8,天よ！　わがはいの声を聞くのじゃ！,하늘이여! 이 몸의 목소리를 들어라!,48
0x00A304D0,ブルームーンは不滅じゃ！,블루 문은 불멸이다!,27
0x00A304F0,わがはいに挑んだ事,나에게 도전한 것,23
0x00A30504,後悔させてくれよう！,후회하게 해주마!,23
0x00A30520,人もキカイも自然の力には勝てん！,사람도 기계도 자연의 힘엔 못 이겨!,48
0x00A30548,貴様も　わがはいを相手にたいしたもんじゃ！,네놈도 나를 상대로 제법이구나!,43
0x00A30578,ふっふっふっ　このさむさ,"후후후, 이 추위",21
0x00A30592,貴様の部隊に耐えられるかのう！？,네놈 부대가 견딜 수 있을까!?,39
0x00A305B8,いっちょ　やったるか！,한번 해볼까!,17
0x00A305D4,的になりたいやつは　どいつだ！？,표적이 되고 싶은 놈은 누구냐!?,42
0x00A305FC,ねらったエモノは,노린 사냥감은,19
0x00A3060E,逃さねえ！,안 놓쳐!,11
0x00A30620,どこに逃げてもムダだぜ！,어디로 도망쳐도 소용없어!,36
0x00A30640,あんまり怒らすなよ！,너무 화나게 하지 마라!,31
0x00A30656,おれはのんびりいきたいんだ！,난 느긋하게 가고 싶다고!,34
0x00A30696,これで頭ひやしな！,이걸로 머리 좀 식혀라!,31
0x00A306B0,わしのカタナのさびになりたい,내 카타나의 녹이 되고 싶은,37
0x00A306CE,やからは　だれじゃ！？,불량배는 누구냐!?,24
0x00A306EC,ゆくぞっ！　かくごせよ！,간다! 각오해라!,21
0x00A3070C,もはや　何人たりとも,이제 그 누구도,20
0x00A30722,わしを止められぬ！,나를 막을 수는 없다!,28
0x00A3073C,どんな時でも　戦いを忘れたことはない！,어떤 때라도 싸움을 잊은 적은 없다!,48
