address,japanese,korean,char_count,frequency,status,notes
0x00A10635,山での,미상,3,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A1063C,行動力がカギになるわ。,미상,11,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A10654,だから・・・,미상,6,2,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A10664,だから、,"그러니,",4,8,Translated,batch audit: reviewed batch translation; source=manual_translation_batch_002.csv
0x00A1066D,わたしを,미상,4,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A10676,選んでくれたわけですね。,미상,12,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A10690,敵は山中にブラックキャノンや、,미상,15,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A106B0,ミサイル基地を配備しているらしいの。,미사일 기지를 배치한 모양이야.,18,1,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x00A106D5,簡単にはいかないと思うわ。,미상,13,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A106F2,気をつけてね。,미상,7,2,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A10704,まかせてください！,미상,9,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A10718,ちぇっ、,"쳇,",4,4,Translated,batch audit: reviewed batch translation; source=manual_translation_batch_004.csv
0x00A10721,いいもんいいもん。,미상,9,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A10736,ナイショの基地は、,미상,9,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A10749,ここだけじゃないもんね〜,미상,12,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A10762,キャハハハ・・・,미상,8,2,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A10774,ドミノ、,"도미노,",4,13,Translated,batch audit: reviewed batch translation; source=manual_translation_batch_001.csv
0x00A1077D,どう？,미상,3,2,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A10788,・・・,···,3,151,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x00A1078F,今のところ,지금은,5,1,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x00A1079B,キャットの研究資料は見つかっていません。,캣의 연구 자료는 찾지 못했습니다.,20,1,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x00A107C8,そう・・・。,미상,6,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A107D8,敵もやりますね〜。,미상,9,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A107EB,そんなに時間があったわけじゃないのに,그렇게 시간이 많았던 것도 아닌데,18,1,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x00A10811,資料を全部処分していくなんて。,미상,15,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A10834,ええ。,그래.,3,19,Translated,batch audit: reviewed batch translation; source=manual_translation_batch_001.csv
0x00A1083C,でも、チャンスは,미상,8,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A1084D,今回だけじゃないわ。,미상,10,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A10862,今は、敵の基地を占領した、,미상,13,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A1087E,それだけでも十分よ。,미상,10,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A10894,そうですね。,미상,6,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A108A2,敵の拠点はまだ多い・・・,미상,12,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A108BC,一つずつ、,"하나씩,",5,1,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x00A108C7,確実に、,미상,4,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A108D0,だまらせていきます！,미상,10,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A108E8,まだまだ、これからよ！,미상,11,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A10900,ドミノ、,"도미노,",4,13,Translated,batch audit: reviewed batch translation; source=manual_translation_batch_001.csv
0x00A10909,大丈夫！？,괜찮아!?,5,2,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x00A10918,すみません、,미상,6,2,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A10925,キャサリン司令。,미상,8,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A10938,私を信じてまかせていただいたのに・・・,저를 믿고 맡겨 주셨는데...,19,1,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x00A10960,ええ、,"그래,",3,13,Translated,batch audit: reviewed batch translation; source=manual_translation_batch_001.csv
0x00A10967,私はあなたを信じているわ。,미상,13,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A10984,ドミノなら、きっとやりとげてくれるって。,도미노라면 반드시 해낼 거야.,20,1,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x00A109AD,さあ、,"자,",3,16,Translated,batch audit: reviewed batch translation; source=manual_translation_batch_001.csv
0x00A109B4,立って。,미상,4,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A109BF,次の作戦を二人でかんがえましょう。,미상,17,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A109E2,まず取りたいのは・・・,미상,11,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A109FA,マップの上の方にある二つの工場ね。,미상,17,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A10A20,そうですね。,미상,6,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A10A2E,ここでロケット砲を作れば、,미상,13,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A10A4A,ブラックキャノン攻略が楽になりそうです。,블랙 캐논 공략이 쉬워질 것 같습니다.,20,1,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x00A10A74,ミサイル基地は無視してもかまわないわ。,미사일 기지는 무시해도 돼.,19,1,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x00A10A9D,ブラックキャノンにはきかないし・・・,블랙 캐논에는 안 통하고...,18,1,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x00A10AC2,車両系の移動しにくいこういうマップでは、,"차량 이동이 힘든 이런 맵에서는,",20,1,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x00A10AEC,あなたの得意な歩兵系を多くするのも手ね。,미상,20,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: existing address translation
0x00A10B15,山をこえて、,미상,6,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A10B22,どんどん進んで行きましょう。,미상,14,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A10B41,がんばって、,미상,6,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A10B4E,ドミノ！,도미노!,4,9,Translated,batch audit: reviewed batch translation; source=manual_translation_batch_001.csv
0x00A10B58,ショーグン、,"쇼군,",6,11,Translated,batch audit: reviewed batch translation; source=manual_translation_batch_001.csv
0x00A10B65,敵軍から,미상,4,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A10B6E,てがみが来ています。,미상,10,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A10B84,ぼくに？,미상,4,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A10B8F,なんだろう・・・,미상,8,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A10BA4,・・・・・・,......,6,23,Needs Review,audit: no Hangul in Korean field; previous=reviewed: repeated source text
0x00A10BB3,なにを言ってきたのでありますか？,미상,16,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A10BD8,・・・,···,3,151,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x00A10BDF,はたし状だ。,미상,6,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A10BEC,「お前がおくびょう者でないのなら,미상,16,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A10C0D,　この地図にある場所に来るがいい」,미상,17,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A10C30,って。,미상,3,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A10C38,どうなさいます？,미상,8,2,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A10C4C,行くに決まっているよ！,미상,11,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A10C63,ぼくはおくびょう者なんかじゃない！,미상,17,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A10C87,ブラックホールなんか、,미상,11,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A10C9E,こわいもんか！！,미상,8,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A10CB0,ここが、,미상,4,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A10CB9,指定された場所か。,미상,9,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A10CD0,よく来たな、,미상,6,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A10CDD,リョウ。,료.,4,6,Translated,batch audit: reviewed batch translation; source=manual_translation_batch_003.csv
0x00A10CE8,誰だ、,미상,3,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A10CEF,おまえは？,넌?,5,1,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x00A10CFC,私の名はホーク。,미상,8,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A10D0F,ブラックホールのショーグンだ。,미상,15,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A10D30,どうして、,"어째서,",5,1,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x00A10D3B,ぼくにはたし状を？,미상,9,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A10D50,おまえとは一度、,미상,8,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A10D62,サシで戦ってみたいと思ってな。,미상,15,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A10D84,ぼくと戦う？,미상,6,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A10D94,そうだ。,그래.,4,5,Translated,batch audit: reviewed batch translation; source=manual_translation_batch_004.csv
0x00A10D9E,おまえの戦いぶりは、,미상,10,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A10DB3,よく見させてもらっている。,미상,13,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A10DCE,あらけずりながら,미상,8,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A10DE0,大きな可能性を持っている・・・,미상,15,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A10DFF,わが敵にふさわしい。,미상,10,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A10E16,そして、,"그리고,",4,7,Translated,batch audit: reviewed batch translation; source=manual_translation_batch_002.csv
0x00A10E1F,私以外の手には負えぬかもしれぬ。,미상,16,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A10E44,なにをブツブツ言ってるんだ？,미상,14,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A10E61,ぼくはおまえのことなんか,미상,12,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A10E7A,知らないぞ！,미상,6,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A10E88,私と戦えば,미상,5,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: existing address translation
0x00A10E94,その身をもって知ることになる。,미상,15,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A10EB3,どうするのだ。,미상,7,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A10EC4,私の挑戦を受けるのか？,미상,11,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A10EDC,うられたケンカは買う！,미상,11,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A10EF4,そうこなくてはな。,미상,9,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A10F07,戦いのルールは、,미상,8,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A10F19,おたがいに空と海の部隊のみを使用し、,"서로 공군과 해군 부대만 사용해,",18,1,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x00A10F3E,先に全滅した方が負けだ。,미상,12,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A10F58,ぼくが勝ったらどうする？,미상,12,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A10F74,このあたりの地方を,미상,9,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A10F88,レッドスターに返してやろう。,미상,14,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A10FA8,よし！,좋아!,3,11,Translated,batch audit: reviewed batch translation; source=manual_translation_batch_001.csv
0x00A10FB0,　ぼくが負けたら、,미상,9,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A10FC3,このあたりを,미상,6,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A10FD0,ブラックホールに占領させてやる！,미상,16,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A10FF4,いや、,"아니,",3,16,Translated,batch audit: reviewed batch translation; source=manual_translation_batch_001.csv
0x00A10FFB,元々われわれが,미상,7,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A1100A,占領しているのだが・・・,미상,12,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A11023,まあいい。,"뭐, 됐다.",5,3,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x00A1102F,勝負だ、,미상,4,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A11038,リョウ。,료.,4,6,Translated,batch audit: reviewed batch translation; source=manual_translation_batch_003.csv
0x00A11044,行くぞっ！,간다!,5,2,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x00A11050,どうだ、,미상,4,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A11059,ホーク！,호크!,4,5,Translated,batch audit: reviewed batch translation; source=manual_translation_batch_004.csv
0x00A11064,くっ、,미상,3,2,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A1106B,見事だ、,미상,4,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A11074,リョウ。,료.,4,6,Translated,batch audit: reviewed batch translation; source=manual_translation_batch_003.csv
0x00A1107F,どうやら私の負けのようだな。,미상,14,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A110A0,約束どおり,약속대로,5,1,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x00A110AC,このあたりを解放しろ！,미상,11,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A110C4,しかたがない。,미상,7,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A110D5,全軍、,미상,3,5,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A110DC,引け！,미상,3,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A110E4,ショーグン、,"쇼군,",6,11,Translated,batch audit: reviewed batch translation; source=manual_translation_batch_001.csv
0x00A110F1,ブラックホール軍が,미상,9,2,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A11105,退却していくようです！,미상,11,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A11120,よしっ、,미상,4,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A11129,やったぜ。,해냈어.,5,1,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x00A11134,さっそくキャサリンに報告しないと。,미상,17,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A11159,通信をつなぐんだ！,미상,9,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A11170,はっ。,앗.,3,6,Translated,batch audit: reviewed batch translation; source=manual_translation_batch_003.csv
0x00A1117D,リョウ、,"료,",4,12,Translated,batch audit: reviewed batch translation; source=manual_translation_batch_001.csv
0x00A11187,一体なにをしているの！,미상,11,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A111A0,キャサリン、,"캐서린,",6,13,Translated,audit: meaningful Korean translation; previous=reviewed: repeated source text
0x00A111AD,聞いてくれ。,미상,6,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A111BA,ぼくはホークとかいうショーグンに勝って,난 호크라는 지휘관을 이겨서,19,1,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x00A111E1,敵を追いはら・・・,미상,9,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A111F8,それどころじゃないわ。,미상,11,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A11214,レッドスター本土が,미상,9,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A11228,敵の強襲にあって大変なの！,미상,13,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A11244,なんだって！？,미상,7,2,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A11254,敵はリョウの受け持つ戦線から,미상,14,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A11271,攻めこんできたのよ！,미상,10,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A1128D,それって・・・,미상,7,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A112A0,あなたは、,"당신은,",5,3,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x00A112AB,敵のワナにはまったのよ！,미상,12,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A112C6,すぐに戻ってきてちょうだい。,미상,14,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A112E9,でも、,"다만,",3,42,Translated,batch audit: reviewed batch translation; source=manual_translation_batch_001.csv
0x00A112F0,ここ・・・,여긴...,5,2,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x00A112FC,本土をうばわれたら、,미상,10,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A11311,島々を,미상,3,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A11318,占領していても意味がないでしょう！！,점령해도 의미가 없잖아!!,18,1,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x00A11340,・・・・・・,......,6,23,Needs Review,audit: no Hangul in Korean field; previous=reviewed: repeated source text
0x00A11350,ショ、,미상,3,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A11357,ショーグン,쇼군,5,5,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x00A11363,どう・・・,어떻게...,5,1,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x00A1136E,なさいますか？,미상,7,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A11380,・・・,···,3,151,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x00A11387,すぐに、,미상,4,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A11390,本土に戻る。,미상,6,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A1139F,チクショーーーーッ！！！,미상,12,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A113BC,あいつめ、,"저 녀석,",5,1,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x00A113C7,次にあったら許さないぞ！！,미상,13,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A113E4,負けた・・・？,미상,7,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A113F4,フフフ・・・,미상,6,3,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A11401,ゆだんならぬ相手と思ったが、,미상,14,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A1141F,しょせんはまだ、,미상,8,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A11430,こどもか。,애냐.,5,1,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x00A1143B,約束どおり、,미상,6,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A11449,この土地はわれわれがいただくぞ。,미상,16,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A1146C,ま・・・,미상,4,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A11475,待て！,미상,3,2,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A11480,何だ。,미상,3,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A11488,命ごいか？,미상,5,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: existing address translation
0x00A11493,それとも、,"아니면,",5,3,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x00A1149F,私にもう一度挑みたいとでも言うのか？,나에게 다시 도전하겠다는 건가?,18,1,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x00A114C4,敵にあわせてユニットを作り、,미상,14,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A114E1,つねに先制を,미상,6,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A114EE,狙っていく。,미상,6,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A114FC,それが戦いの基本だ。,미상,10,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A11511,それもできず、,미상,7,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A11520,私に負けたお前が？,미상,9,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A11539,そうだ！,미상,4,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A11543,このまま終わることなんか、,미상,13,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A1155E,ぜったいできない。,미상,9,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A11571,ホーク！,호크!,4,5,Translated,batch audit: reviewed batch translation; source=manual_translation_batch_004.csv
0x00A1157B,今度はぼくからのはたし状だ！,미상,14,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A11599,ぼくと戦え！,미상,6,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A115A8,フッ、,미상,3,2,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A115AF,いいだろう。,미상,6,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A115BE,いくらでもかかってくるがいい・・・,미상,17,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A115E4,とらえたレッドスターの兵達は、,미상,15,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A11604,どうしました？,미상,7,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A11614,ご命令どおり,미상,6,2,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A11622,本部に集めておきました。,미상,12,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A1163C,レッドスターには,미상,8,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A1164E,それとなく情報を流しましたか？,미상,15,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A11670,はい。,네.,3,5,Translated,audit: meaningful Korean translation; previous=reviewed: repeated source text
0x00A11678,さっそく、,"바로,",5,2,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x00A11684,部隊を集結させているようです。,미상,15,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A116A4,敵のショーグンは？,미상,9,2,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A116B8,情報によると,미상,6,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A116C6,マックスショーグンとか・・・,미상,14,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A116E4,そうですか。,미상,6,2,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A116F1,つかまえた敵兵を集めて,미상,11,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A11709,何かたくらんでいると言ってやれば,미상,16,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A1172A,やはりあのバカが出てきましたか。,미상,16,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A1174D,おろかなものですね。,미상,10,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A11763,ククク・・・,크크크...,6,8,Translated,batch audit: reviewed batch translation; source=manual_translation_batch_002.csv
0x00A11774,わが軍の部隊は,미상,7,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A11784,配置を完了しております。,미상,12,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A117A0,では、,"그럼,",3,18,Translated,batch audit: reviewed batch translation; source=manual_translation_batch_001.csv
0x00A117A7,さっそく、,"바로,",5,2,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x00A117B2,あの直接攻撃しか能のない,미상,12,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
0x00A117CB,ショーグンに思い知らせてあげなさい。,쇼군에게 똑똑히 알려줘.,18,1,Translated,audit: meaningful Korean translation; previous=reviewed: existing address translation
0x00A117F0,間接砲のおそろしさをね。,미상,12,1,Needs Translation,audit: placeholder/unknown; previous=reviewed: unreadable source fallback
